Index,Author Name,Romanized Name,Year,Title,Work Link,Kanji Count,Total Characters,Characters Per Sentence
808,片岡 義男,Yoshio Kataoka,1987,時差のないふたつの島,http://www.aozora.gr.jp/cards/001506/files/52175_40685.html,1148,55136,32
809,ポー エドガー・アラン,Edgar Allan Poe,1951,マリー・ロジェエの怪事件,http://www.aozora.gr.jp/cards/000094/files/4261_54221.html,1143,42131,51
810,三木 清,Kiyoshi Miki,1927,唯物史観と現代の意識,http://www.aozora.gr.jp/cards/000218/files/5007_47698.html,1143,72544,56
811,紫式部,Murasaki Shikibu,1972,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5064_15564.html,1141,53575,66
812,倉田 百三,Hyakuzo Kurata,1919,俊寛,http://www.aozora.gr.jp/cards/000256/files/43686_24405.html,1141,70958,23
813,片岡 義男,Yoshio Kataoka,1993,少女時代,http://www.aozora.gr.jp/cards/001506/files/55718_49156.html,1133,64283,25
814,イプセン ヘンリック,Henrik Ibsen,1952,人形の家,http://www.aozora.gr.jp/cards/001028/files/4797_31829.html,1131,80714,27
815,戸坂 潤,Jun Tosaka,1928,イデオロギーの論理学,http://www.aozora.gr.jp/cards/000281/files/3594_38772.html,1125,95482,50
816,海野 十三,Juza Unno,1947,金属人間,http://www.aozora.gr.jp/cards/000160/files/2717_23978.html,1118,74123,31
817,海野 十三,Juza Unno,1951,霊魂第十号の秘密,http://www.aozora.gr.jp/cards/000160/files/2687_23970.html,1117,42268,30
818,海野 十三,Juza Unno,1937,海底大陸,http://www.aozora.gr.jp/cards/000160/files/1256_50040.html,1116,78792,30
819,鈴木 三重吉,Miekichi Suzuki,1955,古事記物語,http://www.aozora.gr.jp/cards/000107/files/1530_54106.html,1115,143392,49
820,三好 十郎,Juro Miyoshi,1950,殺意（ストリップショウ）,http://www.aozora.gr.jp/cards/001311/files/47945_33998.html,1111,82082,19
821,三好 十郎,Juro Miyoshi,1968,好日,http://www.aozora.gr.jp/cards/001311/files/49774_35338.html,1109,38958,24
822,内藤 湖南,Konan Naito,1970,支那目録学,http://www.aozora.gr.jp/cards/000284/files/2938_23816.html,1108,42823,49
823,宮本 百合子,Yuriko Miyamoto,1981,千世子,http://www.aozora.gr.jp/cards/000311/files/15945_31496.html,1101,67993,42
824,海野 十三,Juza Unno,1948,三十年後の世界,http://www.aozora.gr.jp/cards/000160/files/2617_23917.html,1100,58319,27
825,坂口 安吾,Ango Sakaguchi,1954,左近の怒り,http://www.aozora.gr.jp/cards/001095/files/42972_58925.html,1093,35403,26
826,三好 十郎,Juro Miyoshi,1948,その人を知らず,http://www.aozora.gr.jp/cards/001311/files/49746_34885.html,1091,63075,30
827,折口 信夫,Shinobu Orikuchi,1930,大嘗祭の本義,http://www.aozora.gr.jp/cards/000933/files/18411_27474.html,1089,38853,33
828,江戸川 乱歩,Ranpo Edogawa,1936,怪人二十面相,http://www.aozora.gr.jp/cards/001779/files/57228_58735.html,1082,87508,33
829,オルコット ルイーザ・メイ,Louisa May Alcott,1948,若草物語,http://www.aozora.gr.jp/cards/001090/files/42307_24580.html,1081,93324,33
830,紫式部,Murasaki Shikibu,1972,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5068_17944.html,1080,42196,50
831,チャペック カレル,Karel Capek,,ＲＵＲ,http://www.aozora.gr.jp/cards/001236/files/46345_23174.html,1080,75935,21
832,須川 邦彦,Kunihiko Sugawa,1948,無人島に生きる十六人,http://www.aozora.gr.jp/cards/001120/files/42767_15618.html,1061,84098,33
833,ワルラス マリー・エスプリ・レオン,Marie Esprit Leon Walras,1953,純粋経済学要論,http://www.aozora.gr.jp/cards/001185/files/45210_24671.html,1057,196353,49
834,野口 雨情,Ujo Noguchi,1919,未刊童謡,http://www.aozora.gr.jp/cards/000286/files/49178_58850.html,1055,96373,18
835,谷崎 潤一郎,Jun'ichiro Tanizaki,1931,盲目物語,http://www.aozora.gr.jp/cards/001383/files/56868_58745.html,1054,58801,117
836,倉田 百三,Hyakuzo Kurata,1963,生活と一枚の宗教,http://www.aozora.gr.jp/cards/000256/files/43463_50167.html,1052,53416,43
837,戸坂 潤,Jun Tosaka,1937,認識論とは何か,http://www.aozora.gr.jp/cards/000281/files/3599_45591.html,1051,43262,45
838,紫式部,Murasaki Shikibu,1972,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5070_16484.html,1047,40418,45
839,岸田 国士,Kunio Kishida,1940,俳優倫理,http://www.aozora.gr.jp/cards/001154/files/44651_38394.html,1045,35933,47
840,折口 信夫,Shinobu Orikuchi,1937,国語と民俗学,http://www.aozora.gr.jp/cards/000933/files/47184_35794.html,1042,35806,43
841,海野 十三,Juza Unno,1990,未来の地下戦車長,http://www.aozora.gr.jp/cards/000160/files/3234_24627.html,1036,40127,28
842,戸坂 潤,Jun Tosaka,1929,科学方法論,http://www.aozora.gr.jp/cards/000281/files/1713_43588.html,1036,115806,50
843,マロ エクトール・アンリ,Hector Henri Malot,1978,家なき子,http://www.aozora.gr.jp/cards/001047/files/42925_15541.html,1026,170011,31
844,マロ エクトール・アンリ,Hector Henri Malot,1978,家なき子,http://www.aozora.gr.jp/cards/001047/files/42924_15540.html,1019,167735,31
845,宮沢 賢治,Kenji Miyazawa,1971,ポラーノの広場,http://www.aozora.gr.jp/cards/000081/files/1935_19925.html,1018,35738,27
846,橋本 進吉,Shinkichi Hashimoto,1950,古代国語の音韻に就いて,http://www.aozora.gr.jp/cards/000061/files/510_46839.html,1017,49744,62
847,海野 十三,Juza Unno,1941,大宇宙遠征隊,http://www.aozora.gr.jp/cards/000160/files/3375_15091.html,1014,45498,30
848,三好 十郎,Juro Miyoshi,1937,地熱,http://www.aozora.gr.jp/cards/001311/files/49828_38768.html,1013,33523,22
849,紫式部,Murasaki Shikibu,1972,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5067_16265.html,1010,38904,55
850,野村 胡堂,Kodo Nomura,1955,幻術天魔太郎,http://www.aozora.gr.jp/cards/001670/files/56097_56992.html,1005,39151,48
851,岸田 国士,Kunio Kishida,1949,対話,http://www.aozora.gr.jp/cards/001154/files/44810_40534.html,991,35391,49
852,海野 十三,Juza Unno,1940,地底戦車の怪人,http://www.aozora.gr.jp/cards/000160/files/3377_21542.html,977,46417,26
853,海野 十三,Juza Unno,1947,ふしぎ国探検,http://www.aozora.gr.jp/cards/000160/files/2716_6484.html,972,51968,24
854,江戸川 乱歩,Ranpo Edogawa,1938,妖怪博士,http://www.aozora.gr.jp/cards/001779/files/56670_59551.html,972,97017,36
855,デカルト ルネ,Rene Descartes,1948,省察,http://www.aozora.gr.jp/cards/001029/files/4730_58083.html,970,58389,85
856,江戸川 乱歩,Ranpo Edogawa,1937,少年探偵団,http://www.aozora.gr.jp/cards/001779/files/56669_58756.html,958,77458,36
857,カフカ フランツ,Franz Kafka,1960,変身,http://www.aozora.gr.jp/cards/001235/files/49866_41897.html,954,39811,45
858,デカルト ルネ,Rene Descartes,1948,省察,http://www.aozora.gr.jp/cards/001029/files/43291_21543.html,950,59204,86
859,三好 十郎,Juro Miyoshi,1949,胎内,http://www.aozora.gr.jp/cards/001311/files/50080_42255.html,934,72700,24
860,森本 薫,Kaoru Morimoto,1935,華々しき一族,http://www.aozora.gr.jp/cards/000827/files/3411_43434.html,914,72834,18
861,夢野 久作,Kyusaku Yumeno,1926,豚吉とヒョロ子,http://www.aozora.gr.jp/cards/000096/files/916_21818.html,905,47214,30
862,三木 清,Kiyoshi Miki,1940,哲学入門,http://www.aozora.gr.jp/cards/000218/files/43023_26592.html,901,77080,44
863,海野 十三,Juza Unno,1939,人造人間エフ氏,http://www.aozora.gr.jp/cards/000160/files/3372_15511.html,870,45131,28
864,宮本 百合子,Yuriko Miyamoto,1981,錦木,http://www.aozora.gr.jp/cards/000311/files/15941_35057.html,862,38799,44
865,宮沢 賢治,Kenji Miyazawa,1967,銀河鉄道の夜,http://www.aozora.gr.jp/cards/000081/files/43737_19215.html,851,78395,41
866,作者不詳,Sakushafusho,1923,アイヌ神謡集,http://www.aozora.gr.jp/cards/001529/files/44909_29558.html,840,44733,17
867,キャロル ルイス,Lewis Carroll,,アリスはふしぎの国で,http://www.aozora.gr.jp/cards/001393/files/57320_57183.html,825,63247,34
868,江戸川 乱歩,Ranpo Edogawa,1949,青銅の魔人,http://www.aozora.gr.jp/cards/001779/files/56671_59636.html,800,61651,34
869,戸坂 潤,Jun Tosaka,,空間概念の分析,http://www.aozora.gr.jp/cards/000281/files/43266_35637.html,771,44595,45
870,ウェルズ ハーバート・ジョージ,Herbert George Wells,1982,透明人間,http://www.aozora.gr.jp/cards/001430/files/50346_40111.html,750,111514,29
871,海野 十三,Juza Unno,1947,宇宙の迷子,http://www.aozora.gr.jp/cards/000160/files/3354_12228.html,717,34593,29
872,江戸川 乱歩,Ranpo Edogawa,1952,怪奇四十面相,http://www.aozora.gr.jp/cards/001779/files/56673_58827.html,692,69227,33
873,江戸川 乱歩,Ranpo Edogawa,1953,宇宙怪人,http://www.aozora.gr.jp/cards/001779/files/56674_61591.html,670,67282,32
874,江戸川 乱歩,Ranpo Edogawa,1950,虎の牙,http://www.aozora.gr.jp/cards/001779/files/56672_61232.html,652,71679,32
875,江戸川 乱歩,Ranpo Edogawa,1951,透明怪人,http://www.aozora.gr.jp/cards/001779/files/57229_61350.html,639,72107,33
876,サン＝テグジュペリ アントワーヌ・ド,Antoine de Saint-Exupery,,あのときの王子くん,http://www.aozora.gr.jp/cards/001265/files/46817_24670.html,633,42675,24
877,江戸川 乱歩,Ranpo Edogawa,1956,黄金豹,http://www.aozora.gr.jp/cards/001779/files/56678_62114.html,633,58057,31
878,江戸川 乱歩,Ranpo Edogawa,1958,鉄人Ｑ,http://www.aozora.gr.jp/cards/001779/files/57108_60897.html,604,57760,30
879,江戸川 乱歩,Ranpo Edogawa,1954,鉄塔の怪人,http://www.aozora.gr.jp/cards/001779/files/56675_60137.html,602,61072,31
880,江戸川 乱歩,Ranpo Edogawa,1956,魔法博士,http://www.aozora.gr.jp/cards/001779/files/56679_62562.html,591,56836,30
881,江戸川 乱歩,Ranpo Edogawa,1955,海底の魔術師,http://www.aozora.gr.jp/cards/001779/files/56677_60227.html,591,56427,33
882,江戸川 乱歩,Ranpo Edogawa,1955,灰色の巨人,http://www.aozora.gr.jp/cards/001779/files/56676_61994.html,586,57896,32
883,江戸川 乱歩,Ranpo Edogawa,1957,サーカスの怪人,http://www.aozora.gr.jp/cards/001779/files/56680_62855.html,565,56666,30
884,高山 毅,Tsuyoshi Takayama,1981,福沢諭吉,http://www.aozora.gr.jp/cards/001541/files/52212_46230.html,554,115487,38
885,西田 幾多郎,Kitaro Nishida,1939,絶対矛盾的自己同一,http://www.aozora.gr.jp/cards/000182/files/1755_53374.html,535,37611,44
886,江戸川 乱歩,Ranpo Edogawa,1958,塔上の奇術師,http://www.aozora.gr.jp/cards/001779/files/57109_60816.html,532,56148,32
887,江戸川 乱歩,Ranpo Edogawa,1958,ふしぎな人,http://www.aozora.gr.jp/cards/001779/files/57230_59480.html,224,34821,33
